,City,State,Country,Update,Latitude,Longitude,Confirmed,Deaths,Recovered
8435,Doña Ana,,,2020-03-25 23:33:19,32.35275771,-106.8329387,0.0,0.0,0.0
8436,Drew,,,2020-03-25 23:33:19,33.59035001,-91.71777921,0.0,0.0,0.0
8437,DuPage,,,2020-03-25 23:33:19,41.85116968,-88.08642662,131.0,0.0,0.0
8438,Dubois,,,2020-03-25 23:33:19,38.36597551,-86.87924170000002,1.0,0.0,0.0
8439,Dubuque,,,2020-03-25 23:33:19,42.46815349,-90.88181925,6.0,1.0,0.0
8440,Duchesne,,,2020-03-25 23:33:19,40.29772254,-110.425237,0.0,0.0,0.0
8441,Dukes,,,2020-03-25 23:33:19,41.40674725,-70.68763497,0.0,0.0,0.0
8442,Dukes and Nantucket,,,2020-03-25 23:33:19,41.40674725,-70.68763497,3.0,0.0,0.0
8443,Dundy,,,2020-03-25 23:33:19,40.17638677,-101.6876522,0.0,0.0,0.0
8444,Dunklin,,,2020-03-25 23:33:19,36.27167174,-90.09122243,1.0,0.0,0.0
8445,Dunn,,,2020-03-25 23:33:19,47.35423935,-102.6160468,1.0,0.0,0.0
8446,Dunn,,,2020-03-25 23:33:19,44.94562799,-91.8962481,1.0,0.0,0.0
8447,Duplin,,,2020-03-25 23:33:19,34.93449805,-77.93140529,1.0,0.0,0.0
8448,Durham,,,2020-03-25 23:33:19,36.03638492,-78.87608331,74.0,0.0,0.0
8449,Dutchess,,,2020-03-25 23:33:19,41.76486060000001,-73.74356679,153.0,1.0,0.0
8450,Duval,,,2020-03-25 23:33:19,30.33225875,-81.66976468,56.0,3.0,0.0
8451,Duval,,,2020-03-25 23:33:19,27.68184592,-98.50864568,0.0,0.0,0.0
8452,Dyer,,,2020-03-25 23:33:19,36.05931946,-89.41542855,2.0,0.0,0.0
8453,Eagle,,,2020-03-25 23:33:19,39.62754308,-106.6933637,120.0,1.0,0.0
8454,Early,,,2020-03-25 23:33:19,31.32155345,-84.90255207,5.0,1.0,0.0
8455,East Baton Rouge,,,2020-03-25 23:33:19,30.53842039,-91.09777565,75.0,3.0,0.0
8456,East Carroll,,,2020-03-25 23:33:19,32.73926954,-91.23425694,0.0,0.0,0.0
8457,East Feliciana,,,2020-03-25 23:33:19,30.84425359,-91.04976723,0.0,0.0,0.0
8458,Eastland,,,2020-03-25 23:33:19,32.32743996,-98.83243566,1.0,0.0,0.0
8459,Eaton,,,2020-03-25 23:33:19,42.59599185,-84.83740035,3.0,0.0,0.0
8460,Eau Claire,,,2020-03-25 23:33:19,44.726614,-91.28609183,5.0,0.0,0.0
8461,Echols,,,2020-03-25 23:33:19,30.71101099,-82.89687287,0.0,0.0,0.0
8462,Ector,,,2020-03-25 23:33:19,31.86898877,-102.5429428,0.0,0.0,0.0
8463,Eddy,,,2020-03-25 23:33:19,32.47167456,-104.3053527,1.0,1.0,0.0
8464,Eddy,,,2020-03-25 23:33:19,47.71701474,-98.90432337,0.0,0.0,0.0
8465,Edgar,,,2020-03-25 23:33:19,39.6809186,-87.74759563,0.0,0.0,0.0
8466,Edgecombe,,,2020-03-25 23:33:19,35.91230639,-77.59436892,0.0,0.0,0.0
8467,Edgefield,,,2020-03-25 23:33:19,33.77221995,-81.96231108,1.0,0.0,0.0
8468,Edmonson,,,2020-03-25 23:33:19,37.21218923,-86.23955613,0.0,0.0,0.0
8469,Edmunds,,,2020-03-25 23:33:19,45.41846445,-99.21545423,0.0,0.0,0.0
8470,Edwards,,,2020-03-25 23:33:19,38.41353228,-88.05720863,0.0,0.0,0.0
8471,Edwards,,,2020-03-25 23:33:19,37.88735543,-99.31263309,0.0,0.0,0.0
8472,Edwards,,,2020-03-25 23:33:19,29.98202582,-100.304252,0.0,0.0,0.0
8473,Effingham,,,2020-03-25 23:33:19,32.36616021,-81.34280942,3.0,0.0,0.0
8474,Effingham,,,2020-03-25 23:33:19,39.05935711,-88.58969584,0.0,0.0,0.0
8475,El Dorado,,,2020-03-25 23:33:19,38.77965956,-120.5233166,3.0,0.0,0.0
8476,El Paso,,,2020-03-25 23:33:19,38.83240149,-104.5251411,122.0,5.0,0.0
8477,El Paso,,,2020-03-25 23:33:19,31.76980765,-106.2363275,16.0,0.0,0.0
8478,Elbert,,,2020-03-25 23:33:19,39.28656773,-104.1358721,3.0,0.0,0.0
8479,Elbert,,,2020-03-25 23:33:19,34.11302332,-82.83936148,0.0,0.0,0.0
8480,Elk,,,2020-03-25 23:33:19,37.45338105,-96.24369667,0.0,0.0,0.0
8481,Elk,,,2020-03-25 23:33:19,41.42822061,-78.64524744,0.0,0.0,0.0
8482,Elkhart,,,2020-03-25 23:33:19,41.59761169,-85.85875695,5.0,0.0,0.0
8483,Elko,,,2020-03-25 23:33:19,41.14531606,-115.3577619,0.0,0.0,0.0
8484,Elko County,,,2020-03-25 23:33:19,41.14531606,-115.3577619,2.0,0.0,0.0
8485,Elliott,,,2020-03-25 23:33:19,38.11624059,-83.09771563,0.0,0.0,0.0
8486,Ellis,,,2020-03-25 23:33:19,38.91458712,-99.31751551,0.0,0.0,0.0
8487,Ellis,,,2020-03-25 23:33:19,36.2180194,-99.75324573,0.0,0.0,0.0
8488,Ellis,,,2020-03-25 23:33:19,32.34894117,-96.79371841,7.0,0.0,0.0
8489,Ellsworth,,,2020-03-25 23:33:19,38.69677695,-98.20462799,0.0,0.0,0.0
8490,Elmore,,,2020-03-25 23:33:19,32.59785413,-86.14415284,9.0,0.0,0.0
8491,Elmore,,,2020-03-25 23:33:19,43.3507101,-115.4701578,0.0,0.0,0.0
8492,Emanuel,,,2020-03-25 23:33:19,32.59221302,-82.30239915,0.0,0.0,0.0
8493,Emery,,,2020-03-25 23:33:19,38.99617072,-110.7013958,0.0,0.0,0.0
8494,Emmet,,,2020-03-25 23:33:19,43.37782951,-94.67858943,0.0,0.0,0.0
8495,Emmet,,,2020-03-25 23:33:19,45.52625509,-84.89083249,2.0,0.0,0.0
8496,Emmons,,,2020-03-25 23:33:19,46.28398398,-100.2389766,0.0,0.0,0.0
8497,Emporia,,,2020-03-25 23:33:19,36.69455571,-77.53406129,0.0,0.0,0.0
8498,Erath,,,2020-03-25 23:33:19,32.23602653,-98.21773417,1.0,0.0,0.0
8499,Erie,,,2020-03-25 23:33:19,42.76249024,-78.73063652,122.0,1.0,0.0
8500,Erie,,,2020-03-25 23:33:19,41.36796058,-82.62904521,2.0,1.0,0.0
8501,Erie,,,2020-03-25 23:33:19,41.99253829,-80.03301954,5.0,0.0,0.0
8502,Escambia,,,2020-03-25 23:33:19,31.1256789,-87.15918694,0.0,0.0,0.0
8503,Escambia,,,2020-03-25 23:33:19,30.67652764,-87.37284571,14.0,0.0,0.0
8504,Esmeralda,,,2020-03-25 23:33:19,37.78436681,-117.6319999,0.0,0.0,0.0
8505,Essex,,,2020-03-25 23:33:19,42.6687626,-70.94687179,177.0,0.0,0.0
8506,Essex,,,2020-03-25 23:33:19,40.78681335,-74.24657979,381.0,4.0,0.0
8507,Essex,,,2020-03-25 23:33:19,44.11630765,-73.77297842,4.0,0.0,0.0
8508,Essex,,,2020-03-25 23:33:19,44.72736416,-71.73579864,0.0,0.0,0.0
8509,Essex,,,2020-03-25 23:33:19,37.93357639,-76.94230311,0.0,0.0,0.0
8510,Estill,,,2020-03-25 23:33:19,37.69241417,-83.95956369,0.0,0.0,0.0
8511,Etowah,,,2020-03-25 23:33:19,34.04567266,-86.04051873,0.0,0.0,0.0
8512,Eureka,,,2020-03-25 23:33:19,39.98100864,-116.2683204,0.0,0.0,0.0
8513,Evangeline,,,2020-03-25 23:33:19,30.72985248,-92.39915924,2.0,0.0,0.0
8514,Evans,,,2020-03-25 23:33:19,32.15328841,-81.8870105,0.0,0.0,0.0
8515,Fairbanks North Star,,,2020-03-25 23:33:19,64.80726247,-146.5692662,10.0,0.0,0.0
8516,Fairfax,,,2020-03-25 23:33:19,38.83677558,-77.27565836,76.0,1.0,0.0
8517,Fairfax City,,,2020-03-25 23:33:19,38.85157547,-77.29779640000002,1.0,0.0,0.0
8518,Fairfield,,,2020-03-25 23:33:19,41.26809896,-73.3881171,546.0,12.0,0.0
8519,Fairfield,,,2020-03-25 23:33:19,39.75107189,-82.63088163,5.0,0.0,0.0
8520,Fairfield,,,2020-03-25 23:33:19,34.39287073,-81.1195624,3.0,0.0,0.0
8521,Fall River,,,2020-03-25 23:33:19,43.23929297,-103.5275691,0.0,0.0,0.0
8522,Fallon,,,2020-03-25 23:33:19,46.33478338,-104.4183565,0.0,0.0,0.0
8523,Falls,,,2020-03-25 23:33:19,31.25350609,-96.93630086,1.0,0.0,0.0
8524,Falls Church,,,2020-03-25 23:33:19,38.88485255,-77.17560759,0.0,0.0,0.0
8525,Fannin,,,2020-03-25 23:33:19,34.86430205,-84.316964,1.0,0.0,0.0
8526,Fannin,,,2020-03-25 23:33:19,33.59564294,-96.10751083,1.0,0.0,0.0
8527,Faribault,,,2020-03-25 23:33:19,43.67381499,-93.94787458,0.0,0.0,0.0
8528,Faulk,,,2020-03-25 23:33:19,45.07082625,-99.14535601,0.0,0.0,0.0
8529,Faulkner,,,2020-03-25 23:33:19,35.14719007,-92.33717519,23.0,0.0,0.0
8530,Fauquier,,,2020-03-25 23:33:19,38.73564842,-77.80647472,0.0,0.0,0.0
8531,Fayette,,,2020-03-25 23:33:19,33.72076938,-87.73886638,0.0,0.0,0.0
8532,Fayette,,,2020-03-25 23:33:19,33.41357794,-84.49089434,12.0,1.0,0.0
8533,Fayette,,,2020-03-25 23:33:19,39.00072038,-89.02452658,0.0,0.0,0.0
8534,Fayette,,,2020-03-25 23:33:19,39.63684962,-85.17797541,3.0,0.0,0.0
8535,Fayette,,,2020-03-25 23:33:19,42.86271799,-91.8441231,1.0,0.0,0.0
8536,Fayette,,,2020-03-25 23:33:19,38.0368225,-84.45576892,28.0,1.0,0.0
8537,Fayette,,,2020-03-25 23:33:19,39.56021306,-83.4562016,1.0,0.0,0.0
8538,Fayette,,,2020-03-25 23:33:19,39.92041012,-79.64291195,4.0,0.0,0.0
8539,Fayette,,,2020-03-25 23:33:19,35.19615831,-89.41399032,3.0,0.0,0.0
8540,Fayette,,,2020-03-25 23:33:19,29.87788372,-96.92076062,1.0,0.0,0.0
8541,Fayette,,,2020-03-25 23:33:19,38.02974928,-81.08286634,0.0,0.0,0.0
8542,Fentress,,,2020-03-25 23:33:19,36.38128818,-84.92870012,0.0,0.0,0.0
8543,Fergus,,,2020-03-25 23:33:19,47.26331584,-109.2245206,0.0,0.0,0.0
8544,Ferry,,,2020-03-25 23:33:19,48.471143100000006,-118.5154041,0.0,0.0,0.0
8545,Fillmore,,,2020-03-25 23:33:19,43.67394126,-92.08980382,3.0,0.0,0.0
8546,Fillmore,,,2020-03-25 23:33:19,40.52458567,-97.59646937,0.0,0.0,0.0
8547,Finney,,,2020-03-25 23:33:19,38.04340344,-100.7381938,0.0,0.0,0.0
8548,Fisher,,,2020-03-25 23:33:19,32.74281316,-100.4019302,0.0,0.0,0.0
8549,Flagler,,,2020-03-25 23:33:19,29.45933576,-81.31508595,5.0,0.0,0.0
8550,Flathead,,,2020-03-25 23:33:19,48.29575866,-114.0520569,5.0,0.0,0.0
8551,Fleming,,,2020-03-25 23:33:19,38.36758311,-83.69657514,0.0,0.0,0.0
8552,Florence,,,2020-03-25 23:33:19,34.02361754,-79.70189312,5.0,2.0,0.0
8553,Florence,,,2020-03-25 23:33:19,45.84963535,-88.39804137,0.0,0.0,0.0
8554,Floyd,,,2020-03-25 23:33:19,34.26268279,-85.21577392,14.0,1.0,0.0
8555,Floyd,,,2020-03-25 23:33:19,38.32117957,-85.90385377,6.0,0.0,0.0
8556,Floyd,,,2020-03-25 23:33:19,43.06000529999999,-92.78940097,0.0,0.0,0.0
8557,Floyd,,,2020-03-25 23:33:19,37.56213922,-82.74750924,0.0,0.0,0.0
8558,Floyd,,,2020-03-25 23:33:19,34.07227468,-101.3031546,0.0,0.0,0.0
8559,Floyd,,,2020-03-25 23:33:19,36.9302126,-80.36738849,0.0,0.0,0.0
8560,Fluvanna,,,2020-03-25 23:33:19,37.84157909,-78.27715475,1.0,0.0,0.0
8561,Foard,,,2020-03-25 23:33:19,33.97308618,-99.7767797,0.0,0.0,0.0
8562,Fond du Lac,,,2020-03-25 23:33:19,43.75354908,-88.48885325,18.0,1.0,0.0
8563,Ford,,,2020-03-25 23:33:19,40.59706922,-88.22350769,0.0,0.0,0.0
8564,Ford,,,2020-03-25 23:33:19,37.69200114,-99.88825298,0.0,0.0,0.0
8565,Forest,,,2020-03-25 23:33:19,41.51095103,-79.23229292,0.0,0.0,0.0
8566,Forest,,,2020-03-25 23:33:19,45.66678019,-88.77084892,0.0,0.0,0.0
8567,Forrest,,,2020-03-25 23:33:19,31.18961454,-89.25832496,15.0,0.0,0.0
8568,Forsyth,,,2020-03-25 23:33:19,34.22604035,-84.12315129999998,9.0,0.0,0.0
8569,Forsyth,,,2020-03-25 23:33:19,36.12859861,-80.25459052,15.0,0.0,0.0
8570,Fort Bend,,,2020-03-25 23:33:19,29.52704478,-95.77219463,46.0,0.0,0.0
8571,Foster,,,2020-03-25 23:33:19,47.4571084,-98.88279923,1.0,0.0,0.0
8572,Fountain,,,2020-03-25 23:33:19,40.12361933,-87.24217689,0.0,0.0,0.0
8573,Franklin,,,2020-03-25 23:33:19,34.44235334,-87.84289505,2.0,0.0,0.0
8574,Franklin,,,2020-03-25 23:33:19,35.51202821,-93.89299569,0.0,0.0,0.0
8575,Franklin,,,2020-03-25 23:33:19,29.83791238,-84.82731662,0.0,0.0,0.0
8576,Franklin,,,2020-03-25 23:33:19,34.37525597,-83.23159927,0.0,0.0,0.0
8577,Franklin,,,2020-03-25 23:33:19,42.18332217,-111.8149666,0.0,0.0,0.0
8578,Franklin,,,2020-03-25 23:33:19,37.99189086,-88.92567818,0.0,0.0,0.0
8579,Franklin,,,2020-03-25 23:33:19,39.4142482,-85.06062647,7.0,0.0,0.0
8580,Franklin,,,2020-03-25 23:33:19,42.73270384,-93.26256925,0.0,0.0,0.0
8581,Franklin,,,2020-03-25 23:33:19,38.56443815,-95.28644341,1.0,0.0,0.0
8582,Franklin,,,2020-03-25 23:33:19,38.2379395,-84.87962551,2.0,0.0,0.0
8583,Franklin,,,2020-03-25 23:33:19,32.13675181,-91.67589857,0.0,0.0,0.0
8584,Franklin,,,2020-03-25 23:33:19,44.97330019,-70.44381045,0.0,0.0,0.0
8585,Franklin,,,2020-03-25 23:33:19,42.58119713,-72.58602547,14.0,0.0,0.0
8586,Franklin,,,2020-03-25 23:33:19,31.47786634,-90.89672989,3.0,0.0,0.0
8587,Franklin,,,2020-03-25 23:33:19,38.41127108,-91.07522826,3.0,0.0,0.0
8588,Franklin,,,2020-03-25 23:33:19,40.17636348,-98.95299073,0.0,0.0,0.0
8589,Franklin,,,2020-03-25 23:33:19,44.59040891,-74.29926032,1.0,0.0,0.0
8590,Franklin,,,2020-03-25 23:33:19,36.081519,-78.28708884,5.0,0.0,0.0
8591,Franklin,,,2020-03-25 23:33:19,39.96995815,-83.01115755,88.0,2.0,0.0
8592,Franklin,,,2020-03-25 23:33:19,39.92956518,-77.72157791,5.0,0.0,0.0
8593,Franklin,,,2020-03-25 23:33:19,35.15634626,-86.09201039,1.0,0.0,0.0
8594,Franklin,,,2020-03-25 23:33:19,33.17653242,-95.21917243,0.0,0.0,0.0
8595,Franklin,,,2020-03-25 23:33:19,44.85627605,-72.91249563,3.0,0.0,0.0
8596,Franklin,,,2020-03-25 23:33:19,36.99536167,-79.88023649,1.0,0.0,0.0
8597,Franklin,,,2020-03-25 23:33:19,46.53351425,-118.9018212,7.0,0.0,0.0
8598,Franklin City,,,2020-03-25 23:33:19,36.6831435,-76.93859681,0.0,0.0,0.0
8599,Frederick,,,2020-03-25 23:33:19,39.47296601,-77.39999394,7.0,0.0,0.0
8600,Frederick,,,2020-03-25 23:33:19,39.20172582,-78.25974949,2.0,0.0,0.0
8601,Fredericksburg,,,2020-03-25 23:33:19,38.2977863,-77.4922454,1.0,0.0,0.0
8602,Freeborn,,,2020-03-25 23:33:19,43.67385583,-93.34884422,0.0,0.0,0.0
8603,Freestone,,,2020-03-25 23:33:19,31.70422788,-96.15072516,0.0,0.0,0.0
8604,Fremont,,,2020-03-25 23:33:19,38.47362326,-105.4399667,1.0,0.0,0.0
8605,Fremont,,,2020-03-25 23:33:19,44.22800938,-111.4809943,0.0,0.0,0.0
8606,Fremont,,,2020-03-25 23:33:19,40.74542720000001,-95.60129045,0.0,0.0,0.0
8607,Fremont,,,2020-03-25 23:33:19,43.04183996,-108.6296893,13.0,0.0,0.0
8608,Fresno,,,2020-03-25 23:33:19,36.75733899,-119.6466953,18.0,0.0,0.0
8609,Frio,,,2020-03-25 23:33:19,28.86751206,-99.10804207,0.0,0.0,0.0
8610,Frontier,,,2020-03-25 23:33:19,40.52993007,-100.3924658,0.0,0.0,0.0
8611,Fulton,,,2020-03-25 23:33:19,36.38177105,-91.81729127,0.0,0.0,0.0
8612,Fulton,,,2020-03-25 23:33:19,33.79216944,-84.46319413,198.0,2.0,0.0
8613,Fulton,,,2020-03-25 23:33:19,40.47289135,-90.20862357,0.0,0.0,0.0
8614,Fulton,,,2020-03-25 23:33:19,41.0469907,-86.26252745,0.0,0.0,0.0
8615,Fulton,,,2020-03-25 23:33:19,36.55238827,-89.20140068,0.0,0.0,0.0
8616,Fulton,,,2020-03-25 23:33:19,43.11363907,-74.41798804,1.0,0.0,0.0
8617,Fulton,,,2020-03-25 23:33:19,41.60213491,-84.12571393,0.0,0.0,0.0
8618,Fulton,,,2020-03-25 23:33:19,39.92913544,-78.11163677,0.0,0.0,0.0
8619,Furnas,,,2020-03-25 23:33:19,40.17642064,-99.91247454,0.0,0.0,0.0
8620,Gadsden,,,2020-03-25 23:33:19,30.57796289,-84.61915825,1.0,0.0,0.0
8621,Gage,,,2020-03-25 23:33:19,40.26186809,-96.68946704,1.0,0.0,0.0
8622,Gaines,,,2020-03-25 23:33:19,32.74055318,-102.6353295,1.0,0.0,0.0
8623,Galax,,,2020-03-25 23:33:19,36.66601852,-80.91703124,0.0,0.0,0.0
8624,Gallatin,,,2020-03-25 23:33:19,37.76430935,-88.22953869,0.0,0.0,0.0
8625,Gallatin,,,2020-03-25 23:33:19,38.75398691,-84.8558382,0.0,0.0,0.0
8626,Gallatin,,,2020-03-25 23:33:19,45.54486106,-111.1692571,24.0,0.0,0.0
8627,Gallia,,,2020-03-25 23:33:19,38.82708533,-82.31647569,1.0,1.0,0.0
8628,Galveston,,,2020-03-25 23:33:19,29.40167322,-94.90469073,22.0,0.0,0.0
8629,Garden,,,2020-03-25 23:33:19,41.61703149,-102.3313973,0.0,0.0,0.0
8630,Garfield,,,2020-03-25 23:33:19,39.59921777,-107.902708,10.0,0.0,0.0
8631,Garfield,,,2020-03-25 23:33:19,47.27545948,-107.0002351,0.0,0.0,0.0
8632,Garfield,,,2020-03-25 23:33:19,41.91428955,-98.99111827,0.0,0.0,0.0
8633,Garfield,,,2020-03-25 23:33:19,36.3791334,-97.78265517,0.0,0.0,0.0
8634,Garfield,,,2020-03-25 23:33:19,37.85447192,-111.4418764,0.0,0.0,0.0
8635,Garfield,,,2020-03-25 23:33:19,46.43197502,-117.5454032,0.0,0.0,0.0
8636,Garland,,,2020-03-25 23:33:19,34.57692074,-93.14921604,16.0,0.0,0.0
8637,Garrard,,,2020-03-25 23:33:19,37.6388668,-84.53289319,0.0,0.0,0.0
8638,Garrett,,,2020-03-25 23:33:19,39.52786077,-79.27355126,3.0,0.0,0.0
8639,Garvin,,,2020-03-25 23:33:19,34.70418038,-97.30811132,2.0,0.0,0.0
8640,Garza,,,2020-03-25 23:33:19,33.17969345,-101.2984114,0.0,0.0,0.0
8641,Gasconade,,,2020-03-25 23:33:19,38.43947277,-91.50847147,0.0,0.0,0.0
8642,Gaston,,,2020-03-25 23:33:19,35.29373559,-81.17477045,6.0,0.0,0.0
8643,Gates,,,2020-03-25 23:33:19,36.44667547,-76.69749701,0.0,0.0,0.0
8644,Geary,,,2020-03-25 23:33:19,38.99871131,-96.7577178,0.0,0.0,0.0
8645,Geauga,,,2020-03-25 23:33:19,41.49952319,-81.17935342,4.0,0.0,0.0
8646,Gem,,,2020-03-25 23:33:19,44.06482372,-116.398376,0.0,0.0,0.0
8647,Genesee,,,2020-03-25 23:33:19,43.02244215,-83.70589709,46.0,0.0,0.0
8648,Genesee,,,2020-03-25 23:33:19,43.0022601,-78.19135193,2.0,0.0,0.0
8649,Geneva,,,2020-03-25 23:33:19,31.09389027,-85.83572839,0.0,0.0,0.0
8650,Gentry,,,2020-03-25 23:33:19,40.21097916,-94.40944419,0.0,0.0,0.0
8651,George,,,2020-03-25 23:33:19,30.86259065,-88.64436789,1.0,0.0,0.0
8652,Georgetown,,,2020-03-25 23:33:19,33.43443342,-79.33202141,2.0,0.0,0.0
8653,Gibson,,,2020-03-25 23:33:19,38.30393723,-87.58054938,2.0,0.0,0.0
8654,Gibson,,,2020-03-25 23:33:19,35.99438059,-88.93358327,2.0,0.0,0.0
8655,Gila,,,2020-03-25 23:33:19,33.80190085,-110.8132779,0.0,0.0,0.0
8656,Gilchrist,,,2020-03-25 23:33:19,29.72856978,-82.79880657,0.0,0.0,0.0
8657,Giles,,,2020-03-25 23:33:19,35.20222469,-87.03992678,0.0,0.0,0.0
8658,Giles,,,2020-03-25 23:33:19,37.31234791,-80.70636931,0.0,0.0,0.0
8659,Gillespie,,,2020-03-25 23:33:19,30.31824095,-98.94676915,0.0,0.0,0.0
8660,Gilliam,,,2020-03-25 23:33:19,45.37160076,-120.2048869,0.0,0.0,0.0
8661,Gilmer,,,2020-03-25 23:33:19,34.69316688,-84.45802506,0.0,0.0,0.0
8662,Gilmer,,,2020-03-25 23:33:19,38.9251277,-80.85952723,0.0,0.0,0.0
8663,Gilpin,,,2020-03-25 23:33:19,39.85646523,-105.5252597,0.0,0.0,0.0
8664,Glacier,,,2020-03-25 23:33:19,48.70513576,-112.9934235,0.0,0.0,0.0
8665,Glades,,,2020-03-25 23:33:19,26.95635849,-81.18996211,0.0,0.0,0.0
8666,Gladwin,,,2020-03-25 23:33:19,43.98901072,-84.38774817,2.0,0.0,0.0
8667,Glascock,,,2020-03-25 23:33:19,33.22879932,-82.61297636,0.0,0.0,0.0
8668,Glasscock,,,2020-03-25 23:33:19,31.86942909,-101.5207776,0.0,0.0,0.0
8669,Glenn,,,2020-03-25 23:33:19,39.59875897,-122.3938452,0.0,0.0,0.0
8670,Gloucester,,,2020-03-25 23:33:19,39.71581067,-75.13995546,23.0,0.0,0.0
8671,Gloucester,,,2020-03-25 23:33:19,37.40809042,-76.53524337,2.0,0.0,0.0
8672,Glynn,,,2020-03-25 23:33:19,31.23279254,-81.53811412,5.0,0.0,0.0
8673,Gogebic,,,2020-03-25 23:33:19,46.40862701,-89.69377193,0.0,0.0,0.0
8674,Golden Valley,,,2020-03-25 23:33:19,46.3816474,-109.1768522,0.0,0.0,0.0
8675,Golden Valley,,,2020-03-25 23:33:19,46.94022281,-103.8465421,0.0,0.0,0.0
8676,Goliad,,,2020-03-25 23:33:19,28.65696592,-97.42760647,0.0,0.0,0.0
8677,Gonzales,,,2020-03-25 23:33:19,29.45634206,-97.49424032,0.0,0.0,0.0
8678,Goochland,,,2020-03-25 23:33:19,37.71714806,-77.90381514,3.0,0.0,0.0
8679,Goodhue,,,2020-03-25 23:33:19,44.40849741,-92.7234195,1.0,0.0,0.0
8680,Gooding,,,2020-03-25 23:33:19,42.96927962,-114.8108306,0.0,0.0,0.0
8681,Gordon,,,2020-03-25 23:33:19,34.50487351,-84.87296253,8.0,0.0,0.0
8682,Goshen,,,2020-03-25 23:33:19,42.08798185,-104.3534743,0.0,0.0,0.0
8683,Gosper,,,2020-03-25 23:33:19,40.51481965,-99.83020279,0.0,0.0,0.0
8684,Gove,,,2020-03-25 23:33:19,38.91588178,-100.4829321,0.0,0.0,0.0
8685,Grady,,,2020-03-25 23:33:19,30.87454847,-84.23418364,0.0,0.0,0.0
8686,Grady,,,2020-03-25 23:33:19,35.0167709,-97.88339847,1.0,0.0,0.0
8687,Grafton,,,2020-03-25 23:33:19,43.93779815,-71.82057197,21.0,0.0,0.0
8688,Graham,,,2020-03-25 23:33:19,32.93166885,-109.8882178,2.0,0.0,0.0
8689,Graham,,,2020-03-25 23:33:19,39.34987223,-99.88332493,0.0,0.0,0.0
8690,Graham,,,2020-03-25 23:33:19,35.3506925,-83.83369267,0.0,0.0,0.0
8691,Grainger,,,2020-03-25 23:33:19,36.27469206,-83.51254721,0.0,0.0,0.0
8692,Grand,,,2020-03-25 23:33:19,40.10603347,-106.1178042,2.0,0.0,0.0
8693,Grand,,,2020-03-25 23:33:19,38.98103848,-109.5704487,0.0,0.0,0.0
8694,Grand Forks,,,2020-03-25 23:33:19,47.92093639,-97.45450447,0.0,0.0,0.0
8695,Grand Isle,,,2020-03-25 23:33:19,44.7975824,-73.29679772,0.0,0.0,0.0
8696,Grand Traverse,,,2020-03-25 23:33:19,44.69565625,-85.55585247,3.0,0.0,0.0
8697,Granite,,,2020-03-25 23:33:19,46.40605220000001,-113.4414186,0.0,0.0,0.0
8698,Grant,,,2020-03-25 23:33:19,34.29017991,-92.42320562,3.0,0.0,0.0
8699,Grant,,,2020-03-25 23:33:19,40.51587228,-85.65468702,3.0,0.0,0.0
8700,Grant,,,2020-03-25 23:33:19,37.56227336,-101.3079758,0.0,0.0,0.0
8701,Grant,,,2020-03-25 23:33:19,38.64962758,-84.62415957,0.0,0.0,0.0
8702,Grant,,,2020-03-25 23:33:19,31.59882456,-92.56124347,1.0,0.0,0.0
8703,Grant,,,2020-03-25 23:33:19,45.93424769,-96.01139609,0.0,0.0,0.0
8704,Grant,,,2020-03-25 23:33:19,41.91528587,-101.740701,0.0,0.0,0.0
8705,Grant,,,2020-03-25 23:33:19,32.73911281,-108.3827845,0.0,0.0,0.0
8706,Grant,,,2020-03-25 23:33:19,46.35821257,-101.6390013,0.0,0.0,0.0
8707,Grant,,,2020-03-25 23:33:19,36.796297,-97.78638765,0.0,0.0,0.0
8708,Grant,,,2020-03-25 23:33:19,44.49024544,-119.0068631,1.0,0.0,0.0
8709,Grant,,,2020-03-25 23:33:19,45.1723937,-96.77002276,0.0,0.0,0.0
8710,Grant,,,2020-03-25 23:33:19,47.20753737,-119.4500749,27.0,1.0,0.0
8711,Grant,,,2020-03-25 23:33:19,39.10314817,-79.19440518,0.0,0.0,0.0
8712,Grant,,,2020-03-25 23:33:19,42.8671731,-90.7063218,1.0,0.0,0.0
8713,Granville,,,2020-03-25 23:33:19,36.30337451,-78.65184241,1.0,0.0,0.0
8714,Gratiot,,,2020-03-25 23:33:19,43.29265605,-84.60505416,0.0,0.0,0.0
8715,Graves,,,2020-03-25 23:33:19,36.72292505,-88.65143315,0.0,0.0,0.0
8716,Gray,,,2020-03-25 23:33:19,37.73836671,-100.4369088,0.0,0.0,0.0
8717,Gray,,,2020-03-25 23:33:19,35.40081878,-100.8129222,0.0,0.0,0.0
8718,Grays Harbor,,,2020-03-25 23:33:19,47.14003705,-123.7820567,1.0,0.0,0.0
8719,Grayson,,,2020-03-25 23:33:19,37.46231118,-86.34248968,0.0,0.0,0.0
8720,Grayson,,,2020-03-25 23:33:19,33.62744998,-96.67753461,2.0,0.0,0.0
8721,Grayson,,,2020-03-25 23:33:19,36.65677234,-81.23215889,0.0,0.0,0.0
8722,Greeley,,,2020-03-25 23:33:19,38.4808095,-101.8061079,0.0,0.0,0.0
8723,Greeley,,,2020-03-25 23:33:19,41.56742671,-98.52150266,0.0,0.0,0.0
8724,Green,,,2020-03-25 23:33:19,37.26484328,-85.5540745,0.0,0.0,0.0
