State,Date,Deaths,Confirmed
Hamburg,2020-05-02,163.0,4609
Hamburg,2020-05-03,164.0,4631
Hamburg,2020-05-04,166.0,4636
Hamburg,2020-05-05,172.0,4644
Hamburg,2020-05-06,190.0,4664
Hamburg,2020-05-07,194.0,4704
Hamburg,2020-05-08,201.0,4753
Hamburg,2020-05-09,204.0,4772
Hamburg,2020-05-10,204.0,4772
Hamburg,2020-05-11,204.0,4780
Hamburg,2020-05-12,216.0,4960
Hamburg,2020-05-13,223.0,4972
Hamburg,2020-05-14,228.0,4976
Hamburg,2020-05-15,228.0,4981
Hamburg,2020-05-16,231.0,5017
Hamburg,2020-05-17,232.0,5029
Hamburg,2020-05-18,232.0,5037
Hamburg,2020-05-19,232.0,5042
Hamburg,2020-05-20,236.0,5042
Hamburg,2020-05-21,239.0,5053
Hamburg,2020-05-22,240.0,5059
Hamburg,2020-05-23,240.0,5063
Hamburg,2020-05-24,241.0,5066
Hamburg,2020-05-25,241.0,5069
Hamburg,2020-05-26,241.0,5069
Hamburg,2020-05-27,242.0,5072
Hamburg,2020-05-28,245.0,5076
Hamburg,2020-05-29,246.0,5078
Hamburg,2020-05-30,246.0,5082
Hamburg,2020-05-31,252.0,5087
Hamburg,2020-06-01,253.0,5089
Hamburg,2020-06-02,253.0,5098
Hamburg,2020-06-03,253.0,5098
Hamburg,2020-06-04,253.0,5096
Hamburg,2020-06-05,253.0,5107
Hamburg,2020-06-06,254.0,5111
Hamburg,2020-06-07,254.0,5113
Hamburg,2020-06-08,254.0,5115
Hamburg,2020-06-09,254.0,5117
Hamburg,2020-06-10,254.0,5121
Hamburg,2020-06-11,254.0,5125
Hamburg,2020-06-12,254.0,5134
Hamburg,2020-06-13,255.0,5139
Hamburg,2020-06-14,255.0,5139
Hamburg,2020-06-15,255.0,5144
Hamburg,2020-06-16,255.0,5147
Hamburg,2020-06-17,257.0,5149
Hamburg,2020-06-18,259.0,5154
Hamburg,2020-06-19,259.0,5156
Hamburg,2020-06-20,259.0,5160
Hamburg,2020-06-21,259.0,5163
Hamburg,2020-06-22,259.0,5170
Hamburg,2020-06-23,259.0,5170
Hamburg,2020-06-24,259.0,5175
Hamburg,2020-06-25,259.0,5175
Hamburg,2020-06-26,259.0,5173
Hamburg,2020-06-27,259.0,5178
Hamburg,2020-06-28,259.0,5178
Hamburg,2020-06-29,259.0,5194
Hamburg,2020-06-30,259.0,5201
Hamburg,2020-07-01,259.0,5204
Hamburg,2020-07-02,260.0,5211
Hamburg,2020-07-03,260.0,5212
Hessen,2020-02-29,0.0,3
Hessen,2020-03-01,0.0,8
Hessen,2020-03-02,0.0,10
Hessen,2020-03-03,0.0,12
Hessen,2020-03-04,0.0,12
Hessen,2020-03-05,0.0,14
Hessen,2020-03-06,0.0,16
Hessen,2020-03-07,0.0,17
Hessen,2020-03-08,0.0,19
Hessen,2020-03-09,0.0,26
Hessen,2020-03-10,0.0,35
Hessen,2020-03-11,0.0,48
Hessen,2020-03-12,0.0,99
Hessen,2020-03-13,0.0,148
Hessen,2020-03-14,0.0,203
Hessen,2020-03-15,0.0,286
Hessen,2020-03-16,0.0,342
Hessen,2020-03-17,0.0,373
Hessen,2020-03-18,0.0,432
Hessen,2020-03-19,0.0,682
Hessen,2020-03-20,1.0,813
Hessen,2020-03-21,2.0,1080
Hessen,2020-03-22,2.0,1175
Hessen,2020-03-23,3.0,1347
Hessen,2020-03-24,4.0,1620
Hessen,2020-03-25,4.0,1754
Hessen,2020-03-26,6.0,2157
Hessen,2020-03-27,7.0,2323
Hessen,2020-03-28,9.0,2604
Hessen,2020-03-29,9.0,2605
Hessen,2020-03-30,13.0,3091
Hessen,2020-03-31,17.0,3283
Hessen,2020-04-01,21.0,3445
Hessen,2020-04-02,27.0,3707
Hessen,2020-04-03,33.0,3993
Hessen,2020-04-04,42.0,4279
Hessen,2020-04-05,56.0,4575
Hessen,2020-04-06,61.0,4674
Hessen,2020-04-07,73.0,4837
Hessen,2020-04-08,84.0,4965
Hessen,2020-04-09,100.0,5242
Hessen,2020-04-10,111.0,5694
Hessen,2020-04-11,120.0,5808
Hessen,2020-04-12,123.0,5859
Hessen,2020-04-13,135.0,6114
Hessen,2020-04-14,147.0,6183
Hessen,2020-04-15,173.0,6347
Hessen,2020-04-16,187.0,6470
Hessen,2020-04-17,197.0,6705
Hessen,2020-04-18,212.0,6916
Hessen,2020-04-19,230.0,7108
Hessen,2020-04-20,240.0,7177
Hessen,2020-04-21,251.0,7231
Hessen,2020-04-22,265.0,7380
Hessen,2020-04-23,286.0,7593
Hessen,2020-04-24,296.0,7712
Hessen,2020-04-25,305.0,7837
Hessen,2020-04-26,315.0,7946
Hessen,2020-04-27,320.0,7979
Hessen,2020-04-28,333.0,8026
Hessen,2020-04-29,346.0,8184
Hessen,2020-04-30,353.0,8304
Hessen,2020-05-01,360.0,8376
Hessen,2020-05-02,364.0,8486
Hessen,2020-05-03,370.0,8524
Hessen,2020-05-04,372.0,8549
Hessen,2020-05-05,381.0,8585
Hessen,2020-05-06,386.0,8642
Hessen,2020-05-07,396.0,8736
Hessen,2020-05-08,403.0,8850
Hessen,2020-05-09,408.0,8916
Hessen,2020-05-10,411.0,8998
Hessen,2020-05-11,412.0,9012
Hessen,2020-05-12,415.0,9031
Hessen,2020-05-13,419.0,9087
Hessen,2020-05-14,423.0,9169
Hessen,2020-05-15,429.0,9204
Hessen,2020-05-16,432.0,9261
Hessen,2020-05-17,435.0,9317
Hessen,2020-05-18,439.0,9337
Hessen,2020-05-19,442.0,9368
Hessen,2020-05-20,446.0,9483
Hessen,2020-05-21,451.0,9574
Hessen,2020-05-22,457.0,9656
Hessen,2020-05-23,458.0,9670
Hessen,2020-05-24,460.0,9762
Hessen,2020-05-25,460.0,9770
Hessen,2020-05-26,462.0,9804
Hessen,2020-05-27,466.0,9860
Hessen,2020-05-28,471.0,9915
Hessen,2020-05-29,476.0,9962
Hessen,2020-05-30,476.0,10003
Hessen,2020-05-31,477.0,10033
Hessen,2020-06-01,480.0,10047
Hessen,2020-06-02,480.0,10060
Hessen,2020-06-03,480.0,10080
Hessen,2020-06-04,482.0,10129
Hessen,2020-06-05,482.0,10163
Hessen,2020-06-06,483.0,10171
Hessen,2020-06-07,484.0,10203
Hessen,2020-06-08,484.0,10207
Hessen,2020-06-09,484.0,10237
Hessen,2020-06-10,485.0,10256
Hessen,2020-06-11,489.0,10296
Hessen,2020-06-12,489.0,10313
Hessen,2020-06-13,491.0,10321
Hessen,2020-06-14,491.0,10324
Hessen,2020-06-15,491.0,10324
Hessen,2020-06-16,495.0,10371
Hessen,2020-06-17,496.0,10386
Hessen,2020-06-18,498.0,10440
Hessen,2020-06-19,499.0,10503
Hessen,2020-06-20,500.0,10556
Hessen,2020-06-21,500.0,10575
Hessen,2020-06-22,501.0,10578
Hessen,2020-06-23,501.0,10613
Hessen,2020-06-24,503.0,10645
Hessen,2020-06-25,505.0,10666
Hessen,2020-06-26,505.0,10707
Hessen,2020-06-27,506.0,10731
Hessen,2020-06-28,506.0,10761
Hessen,2020-06-29,506.0,10762
Hessen,2020-06-30,508.0,10795
Hessen,2020-07-01,507.0,10811
Hessen,2020-07-02,507.0,10869
Hessen,2020-07-03,509.0,10894
Mecklenburg-Vorpommern,2020-03-04,0.0,4
Mecklenburg-Vorpommern,2020-03-05,0.0,4
Mecklenburg-Vorpommern,2020-03-06,0.0,5
Mecklenburg-Vorpommern,2020-03-07,0.0,5
Mecklenburg-Vorpommern,2020-03-08,0.0,8
Mecklenburg-Vorpommern,2020-03-09,0.0,10
Mecklenburg-Vorpommern,2020-03-10,0.0,13
Mecklenburg-Vorpommern,2020-03-11,0.0,17
Mecklenburg-Vorpommern,2020-03-12,0.0,23
Mecklenburg-Vorpommern,2020-03-13,0.0,33
Mecklenburg-Vorpommern,2020-03-14,0.0,45
Mecklenburg-Vorpommern,2020-03-15,0.0,50
Mecklenburg-Vorpommern,2020-03-16,0.0,51
Mecklenburg-Vorpommern,2020-03-17,0.0,45
Mecklenburg-Vorpommern,2020-03-18,0.0,56
Mecklenburg-Vorpommern,2020-03-19,0.0,98
Mecklenburg-Vorpommern,2020-03-20,0.0,131
Mecklenburg-Vorpommern,2020-03-21,0.0,165
Mecklenburg-Vorpommern,2020-03-22,0.0,172
Mecklenburg-Vorpommern,2020-03-23,0.0,172
Mecklenburg-Vorpommern,2020-03-24,0.0,199
Mecklenburg-Vorpommern,2020-03-25,0.0,218
Mecklenburg-Vorpommern,2020-03-26,0.0,244
Mecklenburg-Vorpommern,2020-03-27,0.0,259
Mecklenburg-Vorpommern,2020-03-28,0.0,308
Mecklenburg-Vorpommern,2020-03-29,1.0,348
Mecklenburg-Vorpommern,2020-03-30,1.0,356
Mecklenburg-Vorpommern,2020-03-31,1.0,366
Mecklenburg-Vorpommern,2020-04-01,3.0,406
Mecklenburg-Vorpommern,2020-04-02,3.0,438
Mecklenburg-Vorpommern,2020-04-03,4.0,468
Mecklenburg-Vorpommern,2020-04-04,5.0,501
Mecklenburg-Vorpommern,2020-04-05,5.0,523
Mecklenburg-Vorpommern,2020-04-06,6.0,528
Mecklenburg-Vorpommern,2020-04-07,8.0,531
Mecklenburg-Vorpommern,2020-04-08,11.0,555
Mecklenburg-Vorpommern,2020-04-09,11.0,572
Mecklenburg-Vorpommern,2020-04-10,11.0,586
Mecklenburg-Vorpommern,2020-04-11,11.0,601
Mecklenburg-Vorpommern,2020-04-12,11.0,605
Mecklenburg-Vorpommern,2020-04-13,11.0,618
Mecklenburg-Vorpommern,2020-04-14,11.0,619
Mecklenburg-Vorpommern,2020-04-15,11.0,624
Mecklenburg-Vorpommern,2020-04-16,13.0,634
Mecklenburg-Vorpommern,2020-04-17,13.0,634
Mecklenburg-Vorpommern,2020-04-18,14.0,645
Mecklenburg-Vorpommern,2020-04-19,15.0,651
Mecklenburg-Vorpommern,2020-04-20,15.0,653
Mecklenburg-Vorpommern,2020-04-21,15.0,655
Mecklenburg-Vorpommern,2020-04-22,15.0,656
Mecklenburg-Vorpommern,2020-04-23,15.0,659
Mecklenburg-Vorpommern,2020-04-24,16.0,661
Mecklenburg-Vorpommern,2020-04-25,16.0,667
Mecklenburg-Vorpommern,2020-04-26,16.0,673
Mecklenburg-Vorpommern,2020-04-27,16.0,674
Mecklenburg-Vorpommern,2020-04-28,17.0,675
Mecklenburg-Vorpommern,2020-04-29,17.0,687
Mecklenburg-Vorpommern,2020-04-30,17.0,690
Mecklenburg-Vorpommern,2020-05-01,18.0,693
Mecklenburg-Vorpommern,2020-05-02,18.0,695
Mecklenburg-Vorpommern,2020-05-03,18.0,698
Mecklenburg-Vorpommern,2020-05-04,18.0,699
Mecklenburg-Vorpommern,2020-05-05,19.0,703
Mecklenburg-Vorpommern,2020-05-06,19.0,711
Mecklenburg-Vorpommern,2020-05-07,19.0,715
Mecklenburg-Vorpommern,2020-05-08,19.0,718
Mecklenburg-Vorpommern,2020-05-09,19.0,722
Mecklenburg-Vorpommern,2020-05-10,19.0,726
Mecklenburg-Vorpommern,2020-05-11,19.0,728
Mecklenburg-Vorpommern,2020-05-12,20.0,729
Mecklenburg-Vorpommern,2020-05-13,20.0,736
Mecklenburg-Vorpommern,2020-05-14,20.0,739
Mecklenburg-Vorpommern,2020-05-15,20.0,740
Mecklenburg-Vorpommern,2020-05-16,20.0,746
Mecklenburg-Vorpommern,2020-05-17,20.0,748
Mecklenburg-Vorpommern,2020-05-18,20.0,752
Mecklenburg-Vorpommern,2020-05-19,20.0,752
Mecklenburg-Vorpommern,2020-05-20,20.0,755
Mecklenburg-Vorpommern,2020-05-21,20.0,762
Mecklenburg-Vorpommern,2020-05-22,20.0,763
Mecklenburg-Vorpommern,2020-05-23,20.0,763
Mecklenburg-Vorpommern,2020-05-24,20.0,760
Mecklenburg-Vorpommern,2020-05-25,20.0,760
Mecklenburg-Vorpommern,2020-05-26,20.0,760
Mecklenburg-Vorpommern,2020-05-27,20.0,760
Mecklenburg-Vorpommern,2020-05-28,20.0,760
Mecklenburg-Vorpommern,2020-05-29,20.0,759
Mecklenburg-Vorpommern,2020-05-30,20.0,760
Mecklenburg-Vorpommern,2020-05-31,20.0,761
Mecklenburg-Vorpommern,2020-06-01,20.0,761
Mecklenburg-Vorpommern,2020-06-02,20.0,761
Mecklenburg-Vorpommern,2020-06-03,20.0,761
Mecklenburg-Vorpommern,2020-06-04,20.0,763
Mecklenburg-Vorpommern,2020-06-05,20.0,764
Mecklenburg-Vorpommern,2020-06-06,20.0,766
Mecklenburg-Vorpommern,2020-06-07,20.0,773
Mecklenburg-Vorpommern,2020-06-08,20.0,774
Mecklenburg-Vorpommern,2020-06-09,20.0,780
Mecklenburg-Vorpommern,2020-06-10,20.0,777
Mecklenburg-Vorpommern,2020-06-11,20.0,778
Mecklenburg-Vorpommern,2020-06-12,20.0,780
Mecklenburg-Vorpommern,2020-06-13,20.0,781
Mecklenburg-Vorpommern,2020-06-14,20.0,782
Mecklenburg-Vorpommern,2020-06-15,20.0,782
Mecklenburg-Vorpommern,2020-06-16,20.0,784
Mecklenburg-Vorpommern,2020-06-17,20.0,786
Mecklenburg-Vorpommern,2020-06-18,20.0,787
Mecklenburg-Vorpommern,2020-06-19,20.0,791
Mecklenburg-Vorpommern,2020-06-20,20.0,791
Mecklenburg-Vorpommern,2020-06-21,20.0,792
Mecklenburg-Vorpommern,2020-06-22,20.0,792
Mecklenburg-Vorpommern,2020-06-23,20.0,792
Mecklenburg-Vorpommern,2020-06-24,20.0,794
Mecklenburg-Vorpommern,2020-06-25,20.0,796
Mecklenburg-Vorpommern,2020-06-26,20.0,797
Mecklenburg-Vorpommern,2020-06-27,20.0,798
Mecklenburg-Vorpommern,2020-06-28,20.0,801
Mecklenburg-Vorpommern,2020-06-29,20.0,801
Mecklenburg-Vorpommern,2020-06-30,20.0,802
Mecklenburg-Vorpommern,2020-07-01,20.0,803
Mecklenburg-Vorpommern,2020-07-02,20.0,803
Mecklenburg-Vorpommern,2020-07-03,20.0,803
Niedersachsen,2020-03-01,0.0,1
Niedersachsen,2020-03-02,0.0,1
Niedersachsen,2020-03-03,0.0,2
Niedersachsen,2020-03-04,0.0,7
Niedersachsen,2020-03-05,0.0,18
Niedersachsen,2020-03-06,0.0,18
Niedersachsen,2020-03-07,0.0,19
Niedersachsen,2020-03-08,0.0,21
Niedersachsen,2020-03-09,0.0,38
Niedersachsen,2020-03-10,0.0,49
Niedersachsen,2020-03-11,0.0,75
Niedersachsen,2020-03-12,0.0,129
Niedersachsen,2020-03-13,0.0,230
Niedersachsen,2020-03-14,0.0,253
Niedersachsen,2020-03-15,0.0,287
Niedersachsen,2020-03-16,0.0,391
Niedersachsen,2020-03-17,0.0,325
Niedersachsen,2020-03-18,0.0,478
Niedersachsen,2020-03-19,0.0,669
Niedersachsen,2020-03-20,0.0,803
Niedersachsen,2020-03-21,0.0,1023
Niedersachsen,2020-03-22,1.0,1306
Niedersachsen,2020-03-23,4.0,1483
Niedersachsen,2020-03-24,6.0,1764
Niedersachsen,2020-03-25,7.0,2140
Niedersachsen,2020-03-26,8.0,2347
Niedersachsen,2020-03-27,10.0,2810
Niedersachsen,2020-03-28,12.0,3150
Niedersachsen,2020-03-29,21.0,3450
Niedersachsen,2020-03-30,26.0,3732
Niedersachsen,2020-03-31,34.0,4063
Niedersachsen,2020-04-01,42.0,4382
Niedersachsen,2020-04-02,45.0,4695
Niedersachsen,2020-04-03,65.0,5081
Niedersachsen,2020-04-04,85.0,5571
Niedersachsen,2020-04-05,89.0,5712
Niedersachsen,2020-04-06,92.0,5960
Niedersachsen,2020-04-07,111.0,6200
Niedersachsen,2020-04-08,121.0,6385
Niedersachsen,2020-04-09,141.0,6804
Niedersachsen,2020-04-10,161.0,7114
Niedersachsen,2020-04-11,171.0,7343
Niedersachsen,2020-04-12,189.0,7602
Niedersachsen,2020-04-13,201.0,7723
Niedersachsen,2020-04-14,211.0,7885
Niedersachsen,2020-04-15,224.0,8019
Niedersachsen,2020-04-16,248.0,8188
Niedersachsen,2020-04-17,274.0,8442
Niedersachsen,2020-04-18,281.0,8649
Niedersachsen,2020-04-19,288.0,8797
Niedersachsen,2020-04-20,291.0,8900
Niedersachsen,2020-04-21,306.0,9098
Niedersachsen,2020-04-22,328.0,9236
Niedersachsen,2020-04-23,340.0,9391
Niedersachsen,2020-04-24,364.0,9544
Niedersachsen,2020-04-25,377.0,9691
Niedersachsen,2020-04-26,384.0,9785
Niedersachsen,2020-04-27,391.0,9847
Niedersachsen,2020-04-28,394.0,9926
Niedersachsen,2020-04-29,406.0,9972
Niedersachsen,2020-04-30,416.0,10067
Niedersachsen,2020-05-01,429.0,10141
Niedersachsen,2020-05-02,451.0,10246
Niedersachsen,2020-05-03,453.0,10283
Niedersachsen,2020-05-04,456.0,10325
Niedersachsen,2020-05-05,463.0,10380
Niedersachsen,2020-05-06,470.0,10453
Niedersachsen,2020-05-07,478.0,10564
Niedersachsen,2020-05-08,493.0,10686
Niedersachsen,2020-05-09,496.0,10803
Niedersachsen,2020-05-10,498.0,10827
Niedersachsen,2020-05-11,498.0,10854
Niedersachsen,2020-05-12,507.0,10895
Niedersachsen,2020-05-13,508.0,10903
Niedersachsen,2020-05-14,524.0,11003
Niedersachsen,2020-05-15,534.0,11087
Niedersachsen,2020-05-16,535.0,11092
Niedersachsen,2020-05-17,544.0,11155
Niedersachsen,2020-05-18,545.0,11167
Niedersachsen,2020-05-19,548.0,11207
Niedersachsen,2020-05-20,557.0,11288
Niedersachsen,2020-05-21,566.0,11362
Niedersachsen,2020-05-22,568.0,11420
Niedersachsen,2020-05-23,571.0,11521
Niedersachsen,2020-05-24,572.0,11578
Niedersachsen,2020-05-25,572.0,11578
Niedersachsen,2020-05-26,574.0,11646
Niedersachsen,2020-05-27,578.0,11678
Niedersachsen,2020-05-28,583.0,11750
Niedersachsen,2020-05-29,585.0,11832
Niedersachsen,2020-05-30,593.0,11958
Niedersachsen,2020-05-31,593.0,11992
Niedersachsen,2020-06-01,593.0,12043
Niedersachsen,2020-06-02,594.0,12065
Niedersachsen,2020-06-03,596.0,12114
Niedersachsen,2020-06-04,601.0,12182
Niedersachsen,2020-06-05,604.0,12277
Niedersachsen,2020-06-06,605.0,12399
Niedersachsen,2020-06-07,605.0,12466
Niedersachsen,2020-06-08,605.0,12509
Niedersachsen,2020-06-09,606.0,12601
Niedersachsen,2020-06-10,607.0,12626
Niedersachsen,2020-06-11,610.0,12727
Niedersachsen,2020-06-12,610.0,12777
Niedersachsen,2020-06-13,613.0,12822
Niedersachsen,2020-06-14,614.0,12874
Niedersachsen,2020-06-15,614.0,12909
Niedersachsen,2020-06-16,614.0,12950
Niedersachsen,2020-06-17,615.0,12968
Niedersachsen,2020-06-18,618.0,13063
Niedersachsen,2020-06-19,618.0,13097
Niedersachsen,2020-06-20,618.0,13136
Niedersachsen,2020-06-21,618.0,13136
Niedersachsen,2020-06-22,618.0,13283
Niedersachsen,2020-06-23,619.0,13312
Niedersachsen,2020-06-24,622.0,13327
Niedersachsen,2020-06-25,623.0,13378
Niedersachsen,2020-06-26,625.0,13422
Niedersachsen,2020-06-27,627.0,13456
Niedersachsen,2020-06-28,628.0,13478
Niedersachsen,2020-06-29,628.0,13502
Niedersachsen,2020-06-30,628.0,13535
Niedersachsen,2020-07-01,629.0,13577
Niedersachsen,2020-07-02,632.0,13605
Niedersachsen,2020-07-03,633.0,13632
Nordrhein-Westfalen,2020-02-29,0.0,30
Nordrhein-Westfalen,2020-03-01,0.0,74
Nordrhein-Westfalen,2020-03-02,0.0,86
Nordrhein-Westfalen,2020-03-03,0.0,103
Nordrhein-Westfalen,2020-03-04,0.0,115
Nordrhein-Westfalen,2020-03-05,0.0,181
Nordrhein-Westfalen,2020-03-06,0.0,329
Nordrhein-Westfalen,2020-03-07,0.0,373
Nordrhein-Westfalen,2020-03-08,0.0,398
Nordrhein-Westfalen,2020-03-09,0.0,484
Nordrhein-Westfalen,2020-03-10,0.0,484
Nordrhein-Westfalen,2020-03-11,0.0,484
Nordrhein-Westfalen,2020-03-12,3.0,688
Nordrhein-Westfalen,2020-03-13,3.0,936
Nordrhein-Westfalen,2020-03-14,5.0,1154
Nordrhein-Westfalen,2020-03-15,5.0,1407
Nordrhein-Westfalen,2020-03-16,5.0,1541
Nordrhein-Westfalen,2020-03-17,6.0,2105
Nordrhein-Westfalen,2020-03-18,6.0,2372
Nordrhein-Westfalen,2020-03-19,6.0,3033
Nordrhein-Westfalen,2020-03-20,6.0,3497
Nordrhein-Westfalen,2020-03-21,6.0,3542
Nordrhein-Westfalen,2020-03-22,6.0,3545
Nordrhein-Westfalen,2020-03-23,28.0,5615
Nordrhein-Westfalen,2020-03-24,33.0,6318
Nordrhein-Westfalen,2020-03-25,43.0,7197
Nordrhein-Westfalen,2020-03-26,53.0,7924
Nordrhein-Westfalen,2020-03-27,72.0,9235
Nordrhein-Westfalen,2020-03-28,80.0,10607
Nordrhein-Westfalen,2020-03-29,98.0,11400
Nordrhein-Westfalen,2020-03-30,101.0,12178
Nordrhein-Westfalen,2020-03-31,117.0,13225
Nordrhein-Westfalen,2020-04-01,134.0,14351
Nordrhein-Westfalen,2020-04-02,161.0,15427
Nordrhein-Westfalen,2020-04-03,178.0,16606
Nordrhein-Westfalen,2020-04-04,200.0,17885
Nordrhein-Westfalen,2020-04-05,245.0,18735
Nordrhein-Westfalen,2020-04-06,255.0,19384
Nordrhein-Westfalen,2020-04-07,282.0,20220
Nordrhein-Westfalen,2020-04-08,348.0,20929
Nordrhein-Westfalen,2020-04-09,384.0,21961
Nordrhein-Westfalen,2020-04-10,446.0,23028
Nordrhein-Westfalen,2020-04-11,472.0,23644
Nordrhein-Westfalen,2020-04-12,495.0,24267
Nordrhein-Westfalen,2020-04-13,518.0,24883
Nordrhein-Westfalen,2020-04-14,545.0,25300
Nordrhein-Westfalen,2020-04-15,607.0,25835
Nordrhein-Westfalen,2020-04-16,663.0,26383
Nordrhein-Westfalen,2020-04-17,726.0,27030
Nordrhein-Westfalen,2020-04-18,791.0,28006
Nordrhein-Westfalen,2020-04-19,814.0,28471
Nordrhein-Westfalen,2020-04-20,857.0,28971
Nordrhein-Westfalen,2020-04-21,896.0,29389
Nordrhein-Westfalen,2020-04-22,964.0,30185
Nordrhein-Westfalen,2020-04-23,999.0,30584
Nordrhein-Westfalen,2020-04-24,1052.0,31106
Nordrhein-Westfalen,2020-04-25,1084.0,31465
Nordrhein-Westfalen,2020-04-26,1096.0,31669
Nordrhein-Westfalen,2020-04-27,1131.0,31879
Nordrhein-Westfalen,2020-04-28,1171.0,32184
Nordrhein-Westfalen,2020-04-29,1200.0,32429
Nordrhein-Westfalen,2020-04-30,1219.0,32687
Nordrhein-Westfalen,2020-05-01,1261.0,33058
Nordrhein-Westfalen,2020-05-02,1268.0,33216
Nordrhein-Westfalen,2020-05-03,1287.0,33428
Nordrhein-Westfalen,2020-05-04,1290.0,33560
Nordrhein-Westfalen,2020-05-05,1332.0,33728
Nordrhein-Westfalen,2020-05-06,1358.0,33977
Nordrhein-Westfalen,2020-05-07,1372.0,34249
Nordrhein-Westfalen,2020-05-08,1397.0,34522
Nordrhein-Westfalen,2020-05-09,1424.0,34817
Nordrhein-Westfalen,2020-05-10,1425.0,34964
Nordrhein-Westfalen,2020-05-11,1437.0,35132
Nordrhein-Westfalen,2020-05-12,1456.0,35333
Nordrhein-Westfalen,2020-05-13,1473.0,35555
Nordrhein-Westfalen,2020-05-14,1483.0,35741
Nordrhein-Westfalen,2020-05-15,1493.0,35967
Nordrhein-Westfalen,2020-05-16,1500.0,36065
Nordrhein-Westfalen,2020-05-17,1505.0,36286
Nordrhein-Westfalen,2020-05-18,1512.0,36365
Nordrhein-Westfalen,2020-05-19,1525.0,36485
Nordrhein-Westfalen,2020-05-20,1537.0,36766
Nordrhein-Westfalen,2020-05-21,1546.0,36912
Nordrhein-Westfalen,2020-05-22,1547.0,37010
Nordrhein-Westfalen,2020-05-23,1555.0,37139
Nordrhein-Westfalen,2020-05-24,1563.0,37223
Nordrhein-Westfalen,2020-05-25,1565.0,37298
Nordrhein-Westfalen,2020-05-26,1571.0,37395
Nordrhein-Westfalen,2020-05-27,1577.0,37541
Nordrhein-Westfalen,2020-05-28,1582.0,37698
Nordrhein-Westfalen,2020-05-29,1588.0,37803
Nordrhein-Westfalen,2020-05-30,1595.0,37910
Nordrhein-Westfalen,2020-05-31,1597.0,38000
Nordrhein-Westfalen,2020-06-01,1598.0,38046
Nordrhein-Westfalen,2020-06-02,1599.0,38100
Nordrhein-Westfalen,2020-06-03,1607.0,38185
Nordrhein-Westfalen,2020-06-04,1611.0,38297
Nordrhein-Westfalen,2020-06-05,1617.0,38439
Nordrhein-Westfalen,2020-06-06,1622.0,38524
Nordrhein-Westfalen,2020-06-07,1623.0,38616
Nordrhein-Westfalen,2020-06-08,1623.0,38660
Nordrhein-Westfalen,2020-06-09,1635.0,38743
Nordrhein-Westfalen,2020-06-10,1636.0,38845
Nordrhein-Westfalen,2020-06-11,1641.0,38983
Nordrhein-Westfalen,2020-06-12,1643.0,39060
Nordrhein-Westfalen,2020-06-13,1643.0,39137
Nordrhein-Westfalen,2020-06-14,1645.0,39233
Nordrhein-Westfalen,2020-06-15,1646.0,39307
Nordrhein-Westfalen,2020-06-16,1648.0,39415
Nordrhein-Westfalen,2020-06-17,1655.0,39573
Nordrhein-Westfalen,2020-06-18,1658.0,39777
Nordrhein-Westfalen,2020-06-19,1660.0,40156
Nordrhein-Westfalen,2020-06-20,1663.0,40372
Nordrhein-Westfalen,2020-06-21,1663.0,40921
Nordrhein-Westfalen,2020-06-22,1663.0,41218
Nordrhein-Westfalen,2020-06-23,1665.0,41418
Nordrhein-Westfalen,2020-06-24,1668.0,41678
Nordrhein-Westfalen,2020-06-25,1669.0,41992
Nordrhein-Westfalen,2020-06-26,1673.0,42150
Nordrhein-Westfalen,2020-06-27,1674.0,42571
Nordrhein-Westfalen,2020-06-28,1674.0,42723
Nordrhein-Westfalen,2020-06-29,1678.0,42869
Nordrhein-Westfalen,2020-06-30,1680.0,43066
Nordrhein-Westfalen,2020-07-01,1683.0,43242
Nordrhein-Westfalen,2020-07-02,1684.0,43436
Nordrhein-Westfalen,2020-07-03,1686.0,43660
Rheinland-Pfalz,2020-02-29,0.0,1
Rheinland-Pfalz,2020-03-01,0.0,2
Rheinland-Pfalz,2020-03-02,0.0,2
Rheinland-Pfalz,2020-03-03,0.0,2
Rheinland-Pfalz,2020-03-04,0.0,7
Rheinland-Pfalz,2020-03-05,0.0,8
Rheinland-Pfalz,2020-03-06,0.0,10
Rheinland-Pfalz,2020-03-07,0.0,13
Rheinland-Pfalz,2020-03-08,0.0,19
Rheinland-Pfalz,2020-03-09,0.0,17
Rheinland-Pfalz,2020-03-10,0.0,25
Rheinland-Pfalz,2020-03-11,0.0,25
Rheinland-Pfalz,2020-03-12,0.0,52
Rheinland-Pfalz,2020-03-13,0.0,102
Rheinland-Pfalz,2020-03-14,0.0,121
Rheinland-Pfalz,2020-03-15,0.0,168
Rheinland-Pfalz,2020-03-16,0.0,325
Rheinland-Pfalz,2020-03-17,0.0,442
Rheinland-Pfalz,2020-03-18,0.0,474
Rheinland-Pfalz,2020-03-19,0.0,637
Rheinland-Pfalz,2020-03-20,1.0,801
Rheinland-Pfalz,2020-03-21,1.0,938
Rheinland-Pfalz,2020-03-22,2.0,1053
Rheinland-Pfalz,2020-03-23,2.0,1177
Rheinland-Pfalz,2020-03-24,5.0,1370
Rheinland-Pfalz,2020-03-25,5.0,1591
Rheinland-Pfalz,2020-03-26,6.0,1816
Rheinland-Pfalz,2020-03-27,8.0,1971
Rheinland-Pfalz,2020-03-28,11.0,2212
